sno,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
6341,25-39,28.693,survived,none,none,1,m,29,2001,1985,unavail,driver,0,2,81:128:1
6342,25-39,28.693,survived,none,none,1,m,52,2001,1985,unavail,pass,0,2,81:128:1
6343,24-Oct,28.693,survived,airbag,belted,0,f,26,2001,1995,deploy,driver,1,2,81:128:2
6344,24-Oct,28.693,survived,airbag,belted,0,f,84,2001,1995,deploy,pass,1,5,81:128:2
6345,40-54,26.302,survived,airbag,none,1,f,21,2001,2000,deploy,driver,1,3,81:131:1
6346,40-54,26.302,Not_Survived,airbag,belted,0,f,56,2001,1997,deploy,driver,1,4,81:131:2
6347,40-54,26.302,Not_Survived,airbag,belted,0,m,65,2001,1997,deploy,pass,1,4,81:131:2
6348,24-Oct,775.05,survived,airbag,belted,0,m,17,2001,1999,nodeploy,driver,0,0,81:132:1
6349,25-39,0,survived,airbag,belted,1,m,24,2001,2001,deploy,driver,1,0,81:502:1
6350,25-39,8.351,survived,none,belted,1,f,25,2001,1990,unavail,driver,0,1,82:01:02
6351,40-54,729.997,survived,airbag,belted,0,m,46,2001,1999,nodeploy,driver,0,1,82:02:02
6352,25-39,13.59,survived,none,none,1,m,22,2001,1986,unavail,driver,0,3,82:03:02
6353,40-54,5.12,survived,airbag,belted,1,f,72,2001,1998,deploy,driver,1,3,82:04:01
6354,40-54,10.031,survived,airbag,belted,0,f,33,2001,1999,deploy,driver,1,3,82:07:01
6355,25-39,10.031,survived,none,belted,1,m,28,2001,1985,unavail,driver,0,3,82:07:02
6356,25-39,10.031,survived,none,belted,1,m,25,2001,1985,unavail,pass,0,3,82:07:02
6357,1-9km/h,180.256,survived,airbag,none,1,f,30,2001,1999,nodeploy,driver,0,1,82:09:01
6358,24-Oct,180.256,survived,none,none,0,m,31,2001,1988,unavail,driver,0,1,82:09:02
6359,40-54,16.326,survived,airbag,belted,1,m,25,2001,2001,deploy,driver,1,3,82:12:01
6360,40-54,16.326,survived,airbag,belted,1,f,26,2001,2001,deploy,pass,1,3,82:12:01
6361,24-Oct,10.452,survived,airbag,belted,0,m,42,2001,1995,nodeploy,driver,0,1,82:14:01
6362,24-Oct,10.452,survived,airbag,belted,0,m,42,2001,1995,nodeploy,pass,0,0,82:14:01
6363,24-Oct,10.452,survived,none,none,1,m,36,2001,1988,unavail,driver,0,3,82:14:02
6364,24-Oct,10.452,survived,none,none,1,m,16,2001,1988,unavail,pass,0,2,82:14:02
6365,25-39,106.764,survived,none,belted,0,m,62,2001,1992,unavail,driver,0,2,82:16:02
6366,25-39,106.764,survived,airbag,none,1,m,51,2001,1995,deploy,driver,1,2,82:16:03
6367,25-39,106.764,survived,airbag,none,1,m,38,2001,1995,deploy,pass,1,2,82:16:03
6368,24-Oct,29.552,survived,airbag,belted,0,f,26,2001,1999,nodeploy,driver,0,3,82:21:03
6369,24-Oct,29.552,survived,airbag,belted,0,f,24,2001,1999,nodeploy,pass,0,3,82:21:03
6370,24-Oct,29.552,survived,airbag,belted,1,m,16,2001,1995,deploy,driver,1,3,82:21:04
6371,24-Oct,29.552,survived,airbag,belted,1,m,17,2001,1995,deploy,pass,1,2,82:21:04
6372,24-Oct,458.24,survived,none,belted,1,m,73,2001,1992,unavail,driver,0,2,82:22:01
6373,24-Oct,458.24,survived,none,belted,0,m,23,2001,1988,unavail,driver,0,2,82:22:02
6374,24-Oct,458.24,survived,none,belted,0,m,24,2001,1988,unavail,pass,0,2,82:22:02
6375,55+,3.984,survived,airbag,none,1,f,39,2001,1998,deploy,driver,1,3,82:24:01
6376,24-Oct,3.984,survived,airbag,belted,1,m,85,2001,1998,deploy,driver,1,3,82:26:01
6377,24-Oct,3.984,survived,airbag,belted,1,f,77,2001,1998,deploy,pass,1,1,82:26:01
6378,24-Oct,1462.029,survived,airbag,belted,1,f,19,2001,1998,deploy,driver,1,0,82:31:01
6379,25-39,8.276,survived,airbag,belted,1,m,30,2001,1996,deploy,driver,1,3,82:33:01
6380,25-39,8.276,survived,none,belted,1,f,58,2001,1987,unavail,driver,0,3,82:33:02
6381,24-Oct,27.28,survived,airbag,belted,1,m,31,2001,2000,nodeploy,driver,0,1,82:34:01
6382,24-Oct,27.28,survived,airbag,belted,1,m,34,2001,1999,deploy,driver,1,0,82:34:02
6383,24-Oct,27.28,survived,airbag,none,1,m,44,2001,1999,deploy,pass,1,2,82:34:02
6384,24-Oct,95.665,survived,none,belted,0,f,29,2001,1988,unavail,driver,0,1,82:35:01
6385,24-Oct,95.665,survived,none,belted,0,f,22,2001,1988,unavail,pass,0,1,82:35:01
6386,24-Oct,95.665,survived,none,none,1,f,30,2001,1989,unavail,driver,0,0,82:35:02
6387,24-Oct,95.665,survived,none,none,1,m,30,2001,1989,unavail,pass,0,0,82:35:02
6388,25-39,6.319,survived,none,belted,0,m,57,2001,1989,unavail,driver,0,3,82:37:02
6389,25-39,6.319,survived,none,belted,0,f,50,2001,1989,unavail,pass,0,2,82:37:02
6390,24-Oct,6.319,survived,none,belted,1,m,51,2001,1992,unavail,driver,0,1,82:37:03
6391,40-54,5.187,survived,airbag,none,1,m,33,2001,2000,deploy,driver,1,2,82:39:01
6392,40-54,5.187,survived,none,belted,1,f,44,2001,1989,unavail,driver,0,3,82:39:02
6393,1-9km/h,60.286,survived,airbag,belted,0,f,49,2001,2001,nodeploy,driver,0,2,82:40:02
6394,24-Oct,952.009,survived,airbag,belted,1,m,36,2001,1993,nodeploy,driver,0,0,82:43:01
6395,24-Oct,952.009,survived,airbag,belted,1,f,36,2001,1993,nodeploy,pass,0,0,82:43:01
6396,24-Oct,5.187,survived,none,none,1,m,42,2001,1985,unavail,driver,0,3,82:44:01
6397,55+,3.984,survived,airbag,belted,1,m,44,2001,2001,deploy,driver,1,3,82:45:01
6398,25-39,3.984,survived,none,belted,0,m,30,2001,1975,unavail,driver,0,2,82:45:02
6399,25-39,3.984,survived,none,belted,0,m,27,2001,1975,unavail,pass,0,1,82:45:02
6400,24-Oct,13.062,survived,airbag,belted,1,f,27,2001,2001,deploy,driver,1,1,82:47:02
6401,25-39,5.187,survived,none,none,1,f,90,2001,1961,unavail,driver,0,3,82:53:01
6402,24-Oct,20.125,survived,airbag,none,0,m,24,2001,1996,nodeploy,driver,0,3,82:54:01
6403,24-Oct,20.125,survived,none,belted,1,f,21,2001,1989,unavail,driver,0,0,82:54:02
6404,25-39,294.748,survived,airbag,none,1,f,21,2001,2001,deploy,driver,1,1,82:58:01
6405,24-Oct,119.299,survived,airbag,belted,0,f,47,2001,1994,nodeploy,driver,0,3,82:61:1
6406,24-Oct,119.299,survived,none,belted,1,m,33,2001,1994,unavail,driver,0,1,82:61:2
6407,25-39,5.187,survived,none,belted,0,f,49,2001,1990,unavail,driver,0,3,82:62:1
6408,25-39,5.187,survived,none,belted,0,f,79,2001,1990,unavail,pass,0,3,82:62:1
6409,25-39,5.187,survived,airbag,belted,1,f,32,2001,1996,deploy,driver,1,2,82:62:2
6410,24-Oct,207.714,survived,none,belted,0,m,26,2001,1987,unavail,driver,0,0,82:64:2
6411,24-Oct,14.938,survived,airbag,belted,1,f,19,2001,1993,deploy,driver,1,3,82:66:1
6412,24-Oct,14.938,survived,none,belted,1,f,38,2001,1993,unavail,pass,0,3,82:66:1
6413,25-39,14.938,survived,airbag,belted,1,f,24,2001,1994,deploy,driver,1,2,82:66:2
6414,25-39,14.938,survived,airbag,belted,1,m,29,2001,1994,deploy,pass,1,2,82:66:2
6415,24-Oct,219.915,survived,airbag,belted,0,m,18,2001,1998,nodeploy,driver,0,0,82:67:2
6416,25-39,6.005,survived,none,none,1,f,42,2001,1990,unavail,driver,0,3,82:69:1
6417,40-54,5.187,survived,none,none,1,m,36,2001,1988,unavail,driver,0,3,82:71:1
6418,24-Oct,20.022,survived,none,belted,0,f,49,2001,1984,unavail,driver,0,3,82:72:1
6419,24-Oct,20.022,survived,airbag,belted,1,f,46,2001,1998,nodeploy,driver,0,0,82:72:2
6420,24-Oct,102.007,survived,airbag,none,1,m,22,2001,1992,deploy,driver,1,2,82:73:1
6421,24-Oct,102.007,survived,none,none,1,f,28,2001,1992,unavail,pass,0,,82:73:1
6422,25-39,178.172,survived,airbag,belted,0,f,24,2001,1999,nodeploy,driver,0,0,82:75:2
6423,25-39,178.172,survived,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,0,82:75:2
6424,24-Oct,24.868,survived,airbag,belted,1,m,27,2001,2001,deploy,driver,1,0,82:78:1
6425,24-Oct,24.868,survived,airbag,belted,1,m,28,2001,2001,deploy,pass,1,0,82:78:1
6426,25-39,5.187,survived,airbag,none,1,f,36,2001,1996,deploy,driver,1,3,82:80:1
6427,25-39,5.187,survived,airbag,none,1,m,30,2001,1996,deploy,pass,1,3,82:80:1
6428,24-Oct,5.187,survived,none,belted,1,m,23,2001,1988,unavail,driver,0,0,82:81:1
6429,25-39,5.187,survived,none,belted,1,f,83,2001,1988,unavail,driver,0,3,82:81:2
6430,25-39,59.985,survived,airbag,belted,1,f,19,2001,1999,deploy,driver,1,2,82:82:1
6431,1-9km/h,59.985,survived,none,belted,1,m,19,2001,1990,unavail,driver,0,0,82:82:2
6432,55+,6.269,survived,airbag,none,0,m,21,2001,2000,nodeploy,driver,0,3,82:86:1
6433,55+,6.269,Not_Survived,airbag,belted,0,m,19,2001,2000,nodeploy,pass,0,4,82:86:1
6434,24-Oct,123.149,survived,airbag,belted,1,m,19,2001,1998,deploy,driver,1,0,82:87:1
6435,24-Oct,123.149,survived,airbag,belted,1,f,19,2001,1998,deploy,pass,1,1,82:87:1
6436,24-Oct,123.149,survived,none,belted,0,m,36,2001,1985,unavail,driver,0,2,82:87:2
6437,24-Oct,123.149,survived,none,belted,0,f,33,2001,1985,unavail,pass,0,1,82:87:2
6438,25-39,17.081,survived,airbag,belted,1,f,68,2001,1994,deploy,driver,1,2,82:92:1
6439,24-Oct,17.081,survived,airbag,belted,0,m,26,2001,1999,nodeploy,driver,0,1,82:92:2
6440,24-Oct,132.932,survived,airbag,belted,1,f,24,2001,1995,nodeploy,driver,0,0,82:95:2
6441,25-39,5.187,survived,none,belted,1,m,41,2001,1990,unavail,driver,0,3,82:96:2
6442,24-Oct,714.725,survived,airbag,belted,0,m,42,2001,2000,nodeploy,driver,0,0,82:97:2
6443,24-Oct,14.593,survived,airbag,belted,1,m,41,2001,1989,deploy,driver,1,0,82:101:1
6444,24-Oct,14.593,survived,none,belted,1,f,33,2001,1989,unavail,pass,0,3,82:101:1
6445,24-Oct,411.2,survived,airbag,belted,1,f,38,2001,1991,nodeploy,driver,0,1,82:104:2
6446,25-39,6.726,survived,none,belted,1,m,21,2001,1988,unavail,driver,0,0,82:105:2
6447,25-39,6.397,survived,airbag,belted,1,f,47,2001,1990,deploy,driver,1,3,82:108:1
6448,40-54,6.397,survived,none,belted,0,f,20,2001,1987,unavail,driver,0,1,82:108:2
6449,1-9km/h,607.316,survived,airbag,belted,1,m,33,2001,1991,nodeploy,driver,0,0,82:111:1
6450,24-Oct,103.849,survived,airbag,belted,0,m,29,2001,2000,nodeploy,driver,0,0,82:113:1
6451,24-Oct,103.849,survived,airbag,belted,0,m,40,2001,1999,nodeploy,driver,0,0,82:113:2
6452,24-Oct,71.127,survived,none,belted,0,f,24,2001,1987,unavail,driver,0,1,82:114:2
6453,55+,70.676,survived,airbag,none,0,m,18,2002,2000,nodeploy,driver,0,1,2:01:01
6454,55+,70.676,survived,airbag,belted,0,m,19,2002,2000,nodeploy,pass,0,3,2:01:01
6455,24-Oct,27.751,survived,airbag,belted,1,m,24,2002,1997,deploy,driver,1,1,2:02:01
6456,24-Oct,27.751,survived,airbag,belted,1,f,21,2002,1997,deploy,pass,1,1,2:02:01
6457,24-Oct,27.751,survived,airbag,belted,0,m,49,2002,1997,nodeploy,driver,0,0,2:02:02
6458,24-Oct,27.751,survived,airbag,belted,0,m,26,2002,1997,nodeploy,pass,0,0,2:02:02
6459,24-Oct,74.175,survived,none,belted,0,m,57,2002,1993,unavail,driver,0,2,2:03:01
6460,25-39,74.175,survived,airbag,none,1,m,36,2002,2001,deploy,driver,1,3,2:03:02
6461,24-Oct,302.386,survived,none,belted,0,m,50,2002,1994,unavail,driver,0,2,2:04:01
6462,24-Oct,302.386,survived,none,belted,1,m,39,2002,1987,unavail,driver,0,1,2:04:02
6463,25-39,47.033,survived,none,belted,0,m,26,2002,1990,unavail,driver,0,3,2:05:01
6464,25-39,69.662,survived,none,belted,1,f,37,2002,1993,unavail,driver,0,3,2:06:01
6465,40-54,37.809,Not_Survived,none,belted,0,m,17,2002,1992,unavail,driver,0,4,2:07:01
6466,24-Oct,144.212,survived,airbag,belted,0,f,43,2002,1999,nodeploy,driver,0,1,2:08:02
6467,40-54,299.311,survived,none,none,1,m,17,2002,1983,unavail,driver,0,2,2:09:01
6468,40-54,299.311,survived,none,belted,1,m,17,2002,1983,unavail,pass,0,3,2:09:01
6469,24-Oct,444.67,survived,airbag,belted,0,f,46,2002,2001,nodeploy,driver,0,1,2:12:02
6470,25-39,68.848,survived,airbag,belted,0,f,41,2002,2001,nodeploy,driver,0,1,2:13:01
6471,25-39,68.848,survived,airbag,belted,1,m,23,2002,2001,deploy,driver,1,1,2:13:02
6472,24-Oct,288.744,survived,airbag,belted,1,f,35,2002,2002,nodeploy,driver,0,1,2:14:03
6473,24-Oct,1911.965,survived,airbag,belted,1,m,59,2002,2001,deploy,driver,1,1,2:15:01
6474,40-54,68.813,Not_Survived,airbag,belted,0,m,19,2002,1997,nodeploy,driver,0,4,2:16:01
6475,24-Oct,320.292,survived,airbag,belted,1,m,65,2002,2001,deploy,driver,1,1,2:17:01
6476,24-Oct,320.292,survived,airbag,belted,1,m,70,2002,2001,deploy,pass,1,2,2:17:01
6477,55+,80.61,survived,airbag,belted,1,m,50,2002,1995,deploy,driver,1,3,2:19:02
6478,55+,80.61,survived,airbag,belted,1,m,37,2002,1995,deploy,pass,1,1,2:19:02
6479,55+,56.793,survived,none,belted,1,f,21,2002,1991,unavail,driver,0,3,2:20:01
6480,25-39,63.678,survived,airbag,belted,1,m,30,2002,2002,deploy,driver,1,3,2:22:01
6481,25-39,367.552,survived,none,belted,1,m,18,2002,1992,unavail,driver,0,5,2:23:01
6482,24-Oct,367.552,survived,none,belted,0,m,19,2002,1992,unavail,driver,0,1,2:23:02
6483,24-Oct,6649.39,survived,airbag,belted,1,m,38,2002,2000,nodeploy,driver,0,0,2:24:01
6484,24-Oct,80.652,survived,airbag,belted,1,f,34,2002,2001,deploy,driver,1,1,2:25:01
6485,25-39,195.241,survived,airbag,belted,1,f,22,2002,1995,deploy,driver,1,1,2:26:02
6486,24-Oct,462.543,survived,airbag,belted,1,f,54,2002,1994,nodeploy,driver,0,1,2:28:01
6487,24-Oct,462.543,survived,airbag,none,1,m,86,2002,1994,nodeploy,pass,0,2,2:28:01
6488,25-39,1950.225,survived,airbag,belted,1,m,27,2002,1992,nodeploy,driver,0,0,2:31:02
6489,24-Oct,144.942,survived,airbag,none,0,f,21,2002,2002,nodeploy,driver,0,1,2:32:02
6490,24-Oct,81.483,survived,none,belted,1,m,37,2002,1993,unavail,driver,0,0,2:34:01
6491,1-9km/h,81.483,survived,airbag,belted,0,m,37,2002,2002,nodeploy,driver,0,1,2:34:02
6492,1-9km/h,81.483,survived,airbag,belted,0,m,35,2002,2002,nodeploy,pass,0,1,2:34:02
6493,24-Oct,197.252,survived,none,belted,1,m,19,2002,1987,unavail,driver,0,0,2:35:01
6494,24-Oct,197.252,survived,none,belted,1,m,19,2002,1987,unavail,pass,0,0,2:35:01
6495,25-39,668.813,survived,none,belted,1,f,19,2002,1988,unavail,driver,0,0,2:36:01
6496,25-39,82.522,survived,airbag,belted,1,f,29,2002,1999,deploy,driver,1,1,2:37:01
6497,25-39,82.522,survived,airbag,belted,1,m,22,2002,1998,deploy,driver,1,2,2:37:02
6498,25-39,82.522,survived,airbag,belted,1,m,25,2002,1998,deploy,pass,1,1,2:37:02
6499,40-54,82.522,survived,none,belted,1,m,19,2002,1991,unavail,driver,0,3,2:38:01
6500,25-39,82.522,survived,none,belted,1,f,47,2002,1984,unavail,driver,0,2,2:38:02
6501,25-39,317.8,survived,airbag,belted,1,m,51,2002,2000,deploy,driver,1,1,2:40:01
6502,25-39,317.8,survived,airbag,belted,1,f,48,2002,2000,deploy,pass,1,1,2:40:01
6503,24-Oct,317.8,survived,airbag,belted,1,f,34,2002,1995,deploy,driver,1,1,2:40:02
6504,24-Oct,465.862,survived,airbag,belted,0,f,38,2002,1992,nodeploy,driver,0,1,2:43:01
6505,24-Oct,227.781,survived,airbag,belted,1,m,27,2002,1997,deploy,driver,1,2,2:45:01
6506,25-39,772.325,survived,airbag,belted,1,f,17,2002,1991,deploy,driver,1,2,2:46:01
6507,25-39,772.325,survived,none,belted,1,m,28,2002,1988,unavail,driver,0,0,2:46:02
6508,25-39,772.325,survived,none,belted,1,f,31,2002,1988,unavail,pass,0,0,2:46:02
6509,55+,36.791,survived,none,belted,1,f,25,2002,1988,unavail,driver,0,2,2:47:01
6510,55+,36.791,survived,none,none,1,m,24,2002,1988,unavail,pass,0,3,2:47:01
6511,24-Oct,101.217,survived,airbag,belted,1,f,40,2002,1997,nodeploy,driver,0,3,2:49:01
6512,55+,39.194,Not_Survived,none,none,0,f,48,2002,1987,unavail,driver,0,4,2:50:01
6513,40-54,145.873,survived,airbag,belted,1,f,37,2002,1998,deploy,driver,1,1,2:51:01
6514,25-39,145.873,survived,airbag,belted,1,m,42,2002,1999,deploy,driver,1,1,2:51:02
6515,24-Oct,152.658,survived,airbag,belted,0,m,32,2002,1996,nodeploy,driver,0,1,2:54:01
6516,24-Oct,152.658,survived,airbag,belted,0,f,30,2002,1996,nodeploy,pass,0,0,2:54:01
6517,25-39,152.658,survived,none,none,1,m,72,2002,1986,unavail,driver,0,2,2:55:01
6518,24-Oct,517.611,survived,airbag,belted,0,m,32,2002,1996,deploy,driver,1,0,2:56:01
6519,25-39,75.981,survived,airbag,belted,0,m,35,2002,1998,nodeploy,driver,0,3,2:58:01
6520,24-Oct,75.981,survived,none,belted,1,f,40,2002,1994,unavail,driver,0,0,2:58:02
6521,24-Oct,75.981,survived,none,none,1,f,45,2002,1994,unavail,pass,0,1,2:58:02
6522,24-Oct,44.252,survived,airbag,belted,1,f,25,2002,1997,nodeploy,driver,0,3,0.125011574
6523,24-Oct,44.252,survived,airbag,belted,1,f,22,2002,1997,nodeploy,pass,0,0,0.125011574
6524,24-Oct,515.814,survived,none,belted,1,f,44,2002,1986,unavail,driver,0,1,0.126412037
6525,40-54,37.809,Not_Survived,airbag,belted,0,m,44,2002,1996,deploy,driver,1,4,0.129178241
6526,24-Oct,35.845,survived,airbag,belted,0,f,50,2002,2001,nodeploy,driver,0,0,0.129872685
6527,24-Oct,35.845,survived,airbag,belted,0,f,41,2002,2001,nodeploy,pass,0,0,0.129872685
6528,24-Oct,35.845,survived,airbag,belted,1,f,27,2002,1996,deploy,driver,1,1,0.129884259
6529,24-Oct,35.845,survived,none,belted,1,f,26,2002,1996,unavail,pass,0,1,0.129884259
6530,40-54,37.809,Not_Survived,airbag,belted,0,f,57,2002,2001,nodeploy,driver,0,4,0.131261574
6531,24-Oct,70.705,survived,airbag,belted,1,f,17,2002,1998,deploy,driver,1,2,0.132650463
6532,24-Oct,70.705,survived,airbag,belted,1,m,18,2002,1998,deploy,pass,1,3,0.132650463
6533,24-Oct,824.148,survived,none,none,1,f,46,2002,1989,unavail,driver,0,1,0.133344907
6534,24-Oct,824.148,survived,none,none,1,m,32,2002,1989,unavail,pass,0,1,0.133344907
6535,24-Oct,39.194,survived,airbag,belted,1,f,31,2002,1994,deploy,driver,1,1,0.134039352
6536,24-Oct,39.194,survived,airbag,belted,0,m,45,2002,1998,deploy,driver,1,3,0.134050926
6537,24-Oct,39.194,survived,airbag,belted,0,m,43,2002,1998,deploy,pass,1,1,0.134050926
6538,25-39,39.194,survived,airbag,belted,0,f,21,2002,1993,nodeploy,driver,0,1,0.134733796
6539,25-39,39.194,survived,none,belted,1,m,19,2002,1991,unavail,driver,0,1,0.13474537
6540,25-39,39.194,survived,none,belted,1,f,20,2002,1991,unavail,pass,0,1,0.13474537
6541,25-39,160.804,survived,none,belted,1,f,45,2002,1991,unavail,driver,0,1,0.137523148
6542,24-Oct,278.589,survived,airbag,belted,1,f,51,2002,2000,nodeploy,driver,0,0,0.138206019
6543,24-Oct,278.589,survived,airbag,belted,0,m,68,2002,1998,nodeploy,driver,0,0,0.138217593
6544,24-Oct,115.81,survived,none,none,1,m,41,2002,1987,unavail,driver,0,3,0.138900463
6545,24-Oct,115.81,survived,airbag,belted,1,m,59,2002,2002,nodeploy,driver,0,3,0.138912037
6546,24-Oct,767.668,survived,airbag,belted,1,f,43,2002,2000,nodeploy,driver,0,1,0.140300926
6547,25-39,34.984,survived,airbag,none,0,f,22,2002,1994,nodeploy,driver,0,3,0.141678241
6548,24-Oct,407.778,survived,airbag,belted,1,f,18,2002,1996,nodeploy,driver,0,0,0.142372685
6549,24-Oct,407.778,survived,airbag,belted,1,f,17,2002,1996,nodeploy,pass,0,0,0.142372685
6550,24-Oct,407.778,survived,airbag,belted,0,f,48,2002,1998,nodeploy,driver,0,1,0.142384259
6551,24-Oct,1382.635,survived,airbag,none,1,f,17,2002,1996,nodeploy,driver,0,0,0.14306713
6552,40-54,39.194,survived,airbag,belted,0,f,22,2002,1995,deploy,driver,1,2,0.144456019
6553,40-54,39.194,survived,airbag,none,0,m,20,2002,1995,deploy,pass,1,3,0.144456019
6554,24-Oct,15789.34,survived,airbag,belted,0,f,32,2002,1997,nodeploy,driver,0,0,0.145150463
6555,24-Oct,124.816,survived,none,belted,0,f,32,2002,1991,unavail,driver,0,1,0.145856481
6556,24-Oct,216.24,survived,airbag,none,1,m,49,2002,2002,nodeploy,driver,0,0,0.147233796
6557,24-Oct,423.208,survived,airbag,belted,1,f,19,2002,1995,nodeploy,driver,0,0,0.147928241
6558,24-Oct,423.208,survived,airbag,belted,0,f,26,2002,1997,nodeploy,driver,0,0,0.147939815
6559,24-Oct,34.988,survived,none,belted,1,f,56,2002,1994,unavail,driver,0,1,0.148622685
6560,25-39,34.988,survived,airbag,none,1,m,61,2002,1999,deploy,driver,1,3,0.148634259
6561,25-39,336.298,survived,airbag,belted,0,f,39,2002,2002,nodeploy,driver,0,1,0.14931713
6562,24-Oct,336.298,survived,airbag,belted,1,f,62,2002,1991,deploy,driver,1,1,0.149328704
6563,25-39,1410.416,survived,airbag,belted,1,m,17,2002,2001,deploy,driver,1,0,0.150011574
6564,25-39,1410.416,survived,airbag,belted,1,m,16,2002,2001,deploy,pass,1,0,0.150011574
6565,25-39,39.194,survived,airbag,belted,0,f,20,2002,1997,nodeploy,driver,0,3,0.150706019
6566,24-Oct,36.791,survived,none,belted,1,m,26,2002,1987,unavail,driver,0,3,0.151400463
6567,24-Oct,36.791,survived,airbag,belted,1,f,27,2002,1994,deploy,driver,1,2,0.151412037
6568,24-Oct,189.772,survived,airbag,belted,0,f,80,2002,1995,nodeploy,driver,0,0,0.152094907
6569,24-Oct,189.772,survived,airbag,belted,1,f,75,2002,2001,deploy,driver,1,1,0.152106481
6570,24-Oct,189.772,survived,airbag,belted,1,m,67,2002,2001,deploy,pass,1,1,0.152106481
6571,24-Oct,31.353,survived,airbag,belted,0,f,84,2002,1996,nodeploy,driver,0,0,0.15556713
6572,24-Oct,31.353,survived,airbag,belted,1,m,89,2002,1999,deploy,driver,1,1,0.155578704
6573,25-39,75.898,survived,airbag,belted,0,f,75,2002,1998,nodeploy,driver,0,0,0.156261574
6574,25-39,75.898,survived,airbag,belted,0,m,79,2002,1998,nodeploy,pass,0,0,0.156261574
6575,24-Oct,131.491,survived,airbag,belted,0,m,28,2002,1997,deploy,driver,1,0,0.156956019
6576,1-9km/h,131.491,survived,airbag,belted,1,m,17,2002,2001,nodeploy,driver,0,0,0.156967593
6577,40-54,34.988,survived,airbag,belted,1,m,48,2002,2002,deploy,driver,1,3,0.159039352
6578,25-39,34.988,survived,airbag,none,1,m,25,2002,1997,deploy,driver,1,3,0.159050926
6579,24-Oct,620.608,survived,airbag,belted,1,f,39,2002,2001,nodeploy,driver,0,1,0.15974537
6580,24-Oct,620.608,survived,airbag,belted,1,f,43,2002,1996,deploy,driver,1,1,0.159756944
6581,40-54,18.488,survived,none,none,1,m,37,2002,1988,unavail,driver,0,3,0.160428241
6582,24-Oct,381.818,survived,airbag,belted,0,f,21,2002,1995,nodeploy,driver,0,2,0.161122685
6583,24-Oct,1294.613,survived,airbag,belted,1,m,25,2002,1994,nodeploy,driver,0,0,0.16181713
6584,24-Oct,75.24,Not_Survived,airbag,none,1,m,68,2002,2000,deploy,driver,1,4,0.162511574
6585,24-Oct,336.743,survived,airbag,belted,1,f,37,2002,2000,nodeploy,driver,0,2,0.163206019
6586,24-Oct,336.743,survived,airbag,belted,0,m,58,2002,2001,nodeploy,driver,0,0,0.163217593
6587,24-Oct,336.743,survived,airbag,belted,0,f,57,2002,2001,nodeploy,pass,0,1,0.163217593
6588,24-Oct,336.743,survived,airbag,belted,0,f,44,2002,1997,nodeploy,driver,0,0,0.163229167
6589,24-Oct,41.535,survived,airbag,belted,1,m,53,2002,1992,deploy,driver,1,3,0.163900463
6590,24-Oct,41.535,survived,airbag,belted,1,f,53,2002,1992,deploy,pass,1,1,0.163900463
6591,24-Oct,41.535,survived,none,belted,1,f,28,2002,1992,unavail,driver,0,3,0.163912037
6592,24-Oct,41.535,survived,none,none,0,m,44,2002,1989,unavail,driver,0,3,0.164594907
6593,24-Oct,41.535,survived,none,belted,0,m,17,2002,1989,unavail,pass,0,2,0.164594907
